"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"MARKER_API",4,4504199,1126049.750000,51.04,450,4498299,2248167.060852
"KERNEL_DISPATCH",52,4320994,83096.038462,48.96,4040,564045,107550.549491
