workload_path,command,ip_blocks,timestamp,version,hostname,cpu_model,sbios,linux_distro,linux_kernel_version,amd_gpu_kernel_version,cpu_memory,gpu_memory,rocm_version,vbios,compute_partition,memory_partition,gpu_series,gpu_model,gpu_arch,gpu_chip_id,gpu_l1,gpu_l2,cu_per_gpu,simd_per_cu,se_per_gpu,wave_size,workgroup_max_size,max_waves_per_cu,max_sclk,max_mclk,cur_sclk,cur_mclk,l2_banks,total_l2_chan,lds_banks_per_cu,sqc_per_gpu,pipes_per_gpu,num_xcd,num_hbm_channels
runs/ch3-rpc-gemm,python3 -m bench.transformer_block --strategy dp --devices 1 --tokens 2048 --layers 1 --warmup 10 --repeats 1 --no-freeze --tag ch3-rpc-gemm,SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF,Mon Sep 14 16:59:01 2026 (UTC),3,smci355-ccs-aus-m15-29,AMD EPYC 9575F 64-Core Processor,"American Megatrends International, LLC.1.5",Ubuntu 24.04.4 LTS,6.8.0-87-generic,6.16.6,3170243888,301973504,7.14.0,113-M355-01-1K1-010C,SPX,NPS1,MI350,MI355,gfx950,30115,32,4096,256,4,32,64,1024,32,2400,2000,2400,2000,16,128,32,128,4,8,128
