"Domain","Function","Process_Id","Thread_Id","Correlation_Id","Start_Timestamp","End_Timestamp"
"MARKER_CONTROL_API","roctxProfilerPause",611832,611832,1,440163588893650,440163588894720
"MARKER_CONTROL_API","roctxProfilerResume",611832,611832,2,440173269258159,440173269262229
"MARKER_CORE_RANGE_API","transformer_block/train_step",611832,611832,3,440173269288159,440173273816877
"MARKER_CONTROL_API","roctxProfilerPause",611832,611832,4,440173273821857,440173273822307
