"Domain","Function","Process_Id","Thread_Id","Correlation_Id","Start_Timestamp","End_Timestamp"
"MARKER_CONTROL_API","roctxProfilerPause",613108,613108,1,440235383485642,440235383486492
"MARKER_CONTROL_API","roctxProfilerResume",613108,613108,647,440249349601578,440249349758056
"MARKER_CORE_RANGE_API","transformer_block/train_step",613108,613108,648,440249349784756,440249357105193
"MARKER_CONTROL_API","roctxProfilerPause",613108,613108,649,440249357199722,440249357200222
